system:index,Crop Name,NDVI,State,precipitation,temperature_2m,.geo
000000000000000001db_340_0,Coconut,7152.0,Goa,7.161368,299.6696943904892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.06834096386486,15.147841478465432]}"
000000000000000001db_341_0,Coconut,7239.666666666667,Goa,6.7761173,300.18301637530755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.05486623460305,15.340979264551128]}"
000000000000000001db_342_0,Coconut,6372.0,Goa,6.0409145,299.37196892259755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1581724922768,15.32301295886874]}"
000000000000000001db_343_0,Coconut,8213.333333333334,Goa,5.7967863,298.1900003174722,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.27495347921234,15.287080347503958]}"
000000000000000001db_344_0,Coconut,7710.666666666667,Goa,6.4716988,297.8192034710896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.26597032637115,15.05800995005348]}"
000000000000000001db_345_0,Coconut,5981.333333333333,Goa,6.387231,300.2494232960238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.88418633062035,15.682339072516546]}"
000000000000000001db_346_0,Coconut,4787.0,Goa,7.054974,300.25058430542435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.00096731755589,15.314029806027543]}"
000000000000000001db_347_0,Coconut,4755.666666666667,Goa,7.1105146,300.25058430542435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.96054312977051,15.273605618242165]}"
000000000000000001db_348_0,Coconut,7338.666666666667,Goa,6.5830784,300.00307445037026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.13122303375322,15.421827640121887]}"
000000000000000001db_350_0,Coconut,6791.666666666667,Goa,6.6933885,299.96611352717906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.13122303375322,15.219706701194994]}"
000000000000000001db_351_0,Coconut,7210.0,Goa,7.6679835,299.65288043458816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.05037465818246,15.013094185847503]}"
000000000000000001db_352_0,Coconut,6215.666666666667,Goa,6.1372814,300.06669454609533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.95155997692932,15.646406461151766]}"
000000000000000001db_353_0,Coconut,5391.666666666667,Goa,6.2189493,300.2494232960238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.85274529567616,15.704796954619535]}"
000000000000000001db_355_0,Coconut,7810.666666666667,Goa,5.5322795,299.20917295798273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24351244426816,15.466743404327863]}"
000000000000000001db_356_0,Coconut,5372.333333333333,Goa,6.1372814,300.06669454609533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.9740178590323,15.60149069694579]}"
000000000000000001db_357_0,Coconut,7254.0,Goa,5.5547457,299.20917295798273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.19859668006218,15.538608627057425]}"
000000000000000001db_358_0,Coconut,6252.666666666667,Goa,8.027573,300.18688841879157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.04588308176186,14.96368684522093]}"
000000000000000001db_359_0,Coconut,7551.666666666667,Goa,7.161368,299.6696943904892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.05037465818246,15.143349902044834]}"
000000000000000001db_361_0,Coconut,7457.333333333333,Goa,5.902975,299.6003293886289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.10427357522963,15.556574932739814]}"
000000000000000001db_362_0,Coconut,7451.666666666667,Goa,6.8674116,298.8436752151658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1536809158562,15.062501526474078]}"
000000000000000001db_363_0,Coconut,7109.666666666667,Goa,6.7467914,298.8436752151658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.20757983290338,15.062501526474078]}"
000000000000000001db_364_0,Coconut,5405.333333333333,Goa,6.6933885,299.96611352717906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.11325672807082,15.242164583297981]}"
000000000000000001db_365_0,Coconut,6804.0,Goa,7.0245924,299.9338614774712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.9740178590323,15.453268675066068]}"
000000000000000001db_366_0,Coconut,6365.666666666667,Goa,6.6834993,300.00307445037026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.07732411670604,15.37691187591591]}"
000000000000000001db_367_0,Coconut,5660.666666666667,Goa,7.453029,300.17556024907714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.99647574113528,15.17029936056842]}"
000000000000000001db_368_0,Coconut,7514.666666666667,Goa,5.7294493,299.42385663043,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.20308825648277,15.367928723074714]}"
000000000000000001db_369_0,Coconut,7615.333333333333,Goa,5.1905265,299.20917295798273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.23902086784756,15.543100203478021]}"
000000000000000001db_370_0,Coconut,7241.333333333333,Goa,7.413822,300.2236139206656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.85274529567616,15.556574932739814]}"
000000000000000001db_371_0,Coconut,7810.333333333333,Goa,6.6834993,300.00307445037026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.05486623460305,15.372420299495312]}"
000000000000000001db_372_0,Coconut,7664.333333333333,Goa,5.5322795,299.20917295798273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.21656298574457,15.453268675066068]}"
000000000000000001db_373_0,Coconut,7629.666666666667,Goa,5.7294493,299.42385663043,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24800402068875,15.367928723074714]}"
000000000000000001db_374_0,Coconut,6459.333333333333,Goa,7.2172456,299.65288043458816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.14020618659441,15.049026797212285]}"
000000000000000001db_375_0,Coconut,6746.0,Goa,6.4147735,300.00307445037026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.14020618659441,15.37691187591591]}"
000000000000000001db_376_0,Coconut,3584.6666666666665,Goa,6.655805,299.1782636817123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.19410510364158,15.17029936056842]}"
000000000000000001db_377_0,Coconut,6945.666666666667,Goa,6.876968,299.96611352717906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.10876515165023,15.192757242671409]}"
000000000000000001db_379_0,Coconut,1806.0,Goa,7.0245924,299.9338614774712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.95155997692932,15.47123498074846]}"
000000000000000001db_380_0,Coconut,6663.666666666667,Goa,6.816724,298.8436752151658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1536809158562,15.129875172783041]}"
000000000000000001db_381_0,Coconut,6807.333333333333,Goa,6.315853,299.8982513763091,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.12673145733262,15.475726557169057]}"
000000000000000001db_382_0,Coconut,7966.333333333333,Goa,7.476313,299.14584708301135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1626640686974,14.959195268800332]}"
000000000000000001db_383_0,Coconut,8175.333333333333,Goa,5.40059,299.6003293886289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.11774830449143,15.641914884731168]}"
000000000000000001db_385_0,Coconut,6571.666666666667,Goa,6.816724,298.8436752151658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.167155645118,15.120892019941847]}"
000000000000000001db_386_0,Coconut,8208.333333333334,Goa,4.297782,297.9276750166337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.23902086784756,15.655389613992961]}"
000000000000000001db_387_0,Coconut,5023.0,Goa,6.322209,300.06669454609533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.02791677607946,15.56555808558101]}"
000000000000000001db_388_0,Coconut,5561.333333333333,Goa,7.584641,300.1947123209635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.88867790704094,15.48920128643085]}"
000000000000000001db_389_0,Coconut,7643.0,Goa,7.158549,299.14584708301135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1536809158562,15.004111033006309]}"
000000000000000001db_390_0,Coconut,8065.333333333333,Goa,4.671541,298.61904750726166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.23452929142697,15.610473849786986]}"
000000000000000001db_391_0,Coconut,6050.0,Goa,7.6701946,300.18688841879157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.03689992892066,15.031060491529894]}"
000000000000000001db_394_0,Coconut,6206.0,Goa,6.459642,300.2236139206656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.92910209482632,15.614965426207583]}"
000000000000000001db_395_0,Coconut,7090.0,Goa,6.5830784,300.00307445037026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.14020618659441,15.439793945804276]}"
000000000000000001db_397_0,Coconut,6295.666666666667,Goa,5.6197977,299.37196892259755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.23452929142697,15.349962417392325]}"
000000000000000001db_398_0,Coconut,5254.666666666667,Goa,6.6834993,300.00307445037026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.09079884596784,15.394878181598301]}"
000000000000000001db_399_0,Coconut,6512.333333333333,Goa,7.041887,299.96611352717906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.09079884596784,15.192757242671409]}"
000000000000000001db_400_0,Coconut,5995.0,Goa,6.73864,300.2236139206656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.92011894198512,15.5835243912634]}"
000000000000000001db_401_0,Coconut,6137.666666666667,Goa,6.73864,300.2236139206656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.92461051840573,15.552083356319217]}"
000000000000000001db_402_0,Coconut,6411.666666666667,Goa,6.0409145,299.37196892259755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1581724922768,15.327504535289336]}"
000000000000000001db_404_0,Coconut,5630.666666666667,Goa,6.322209,300.06669454609533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.00096731755589,15.588015967683997]}"
000000000000000001db_405_0,Coconut,6863.0,Goa,5.8359113,298.1900003174722,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.26147874995054,15.32301295886874]}"
000000000000000001db_406_0,Coconut,5890.333333333333,Goa,7.2311,300.48961787520756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.74045588516123,15.655389613992961]}"
000000000000000001db_407_0,Coconut,4081.6666666666665,Goa,7.298433,300.1947123209635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.94257682408812,15.538608627057425]}"
000000000000000001db_408_0,Coconut,5657.666666666667,Goa,7.1610622,300.25058430542435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.9830010118735,15.349962417392325]}"
000000000000000001db_409_0,Coconut,5845.333333333333,Goa,7.4406,300.3538645091071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.798846378629,15.60149069694579]}"
000000000000000001db_410_0,Coconut,6968.333333333333,Goa,6.314035,299.8982513763091,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.09079884596784,15.52513389779563]}"
000000000000000001db_411_0,Coconut,6597.666666666667,Goa,7.8321934,299.65288043458816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.05935781102366,14.959195268800332]}"
000000000000000001db_412_0,Coconut,8240.0,Goa,4.297782,297.9276750166337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.23003771500636,15.655389613992961]}"
000000000000000001db_414_0,Coconut,6535.0,Goa,5.785935,299.20917295798273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1761387979592,15.475726557169057]}"
000000000000000001db_415_0,Coconut,7921.0,Goa,7.250661,299.14584708301135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.22554613858577,14.986144727323918]}"
000000000000000001db_416_0,Coconut,6356.666666666667,Goa,6.15751,300.2494232960238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.92910209482632,15.650898037572365]}"
000000000000000001db_417_0,Coconut,7200.0,Goa,6.5830784,300.00307445037026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.10876515165023,15.439793945804276]}"
000000000000000001db_418_0,Coconut,6379.333333333333,Goa,6.6834993,300.00307445037026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.05935781102366,15.394878181598301]}"
000000000000000001db_419_0,Coconut,5024.666666666667,Goa,7.0921493,300.10211863535244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.9740178590323,15.381403452336507]}"
000000000000000001db_420_0,Coconut,6845.333333333333,Goa,6.3324103,300.18301637530755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.11325672807082,15.318521382448141]}"
000000000000000001db_421_0,Coconut,6564.0,Goa,5.851867,299.8684997558593,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.95605155334991,15.69581380177834]}"
000000000000000001db_422_0,Coconut,5202.666666666667,Goa,7.0078764,300.25058430542435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.00545889397648,15.296063500345152]}"
000000000000000001db_423_0,Coconut,7774.0,Goa,5.452342,298.1900003174722,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.31088609057711,15.296063500345152]}"
000000000000000001db_424_0,Coconut,4499.0,Goa,7.1105146,300.25058430542435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.9650347061911,15.269114041821567]}"
000000000000000001db_425_0,Coconut,6508.0,Goa,5.6197977,299.37196892259755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.23003771500636,15.32301295886874]}"
000000000000000001db_426_0,Coconut,7615.333333333333,Goa,5.1905265,299.20917295798273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.23902086784756,15.54759177989862]}"
000000000000000001db_427_0,Coconut,5295.0,Goa,6.387231,300.2494232960238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.86172844851735,15.69581380177834]}"
000000000000000001db_428_0,Coconut,6076.666666666667,Goa,7.2901073,300.3538645091071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.84825371925557,15.646406461151766]}"
000000000000000001db_429_0,Coconut,7769.666666666667,Goa,6.12514,299.1782636817123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24800402068875,15.242164583297981]}"
000000000000000001db_430_0,Coconut,5131.0,Goa,7.521629,300.17556024907714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.98749258829409,15.24665615971858]}"
000000000000000001db_431_0,Coconut,5601.666666666667,Goa,6.458439,300.18301637530755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.144697763015,15.291571923924556]}"
000000000000000001db_432_0,Coconut,4858.0,Goa,6.445863,300.30597046792707,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.83927056641437,15.700305378198937]}"
000000000000000001db_433_0,Coconut,6677.0,Goa,6.085766,299.42385663043,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1761387979592,15.354453993812921]}"
000000000000000001db_434_0,Coconut,5193.666666666667,Goa,7.4412007,300.3538645091071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.81681268431139,15.556574932739814]}"
000000000000000001db_435_0,Coconut,6480.0,Goa,6.816724,298.8436752151658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1851219508004,15.11190886710065]}"
000000000000000001db_436_0,Coconut,6922.0,Goa,6.2189493,300.2494232960238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.89316948346155,15.73174641314312]}"
000000000000000001db_437_0,Coconut,8308.333333333334,Goa,5.844969,297.9651783254995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.27944505563293,15.233181430456787]}"
000000000000000001db_438_0,Coconut,7646.0,Goa,5.6144495,299.42385663043,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.23902086784756,15.421827640121887]}"
000000000000000001db_439_0,Coconut,7353.666666666667,Goa,7.8481383,299.65288043458816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.11325672807082,14.96368684522093]}"
000000000000000001db_441_0,Coconut,4788.333333333333,Goa,6.458439,300.18301637530755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.11774830449143,15.251147736139178]}"
000000000000000001db_442_0,Coconut,4970.666666666667,Goa,7.1105146,300.25058430542435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.97850943545289,15.269114041821567]}"
000000000000000001db_443_0,Coconut,4475.666666666667,Goa,7.305342,300.1947123209635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.92910209482632,15.48920128643085]}"
000000000000000001db_444_0,Coconut,6164.666666666667,Goa,6.387231,300.2494232960238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.85274529567616,15.655389613992961]}"
000000000000000001db_445_0,Coconut,4871.666666666667,Goa,6.15751,300.2494232960238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.94706840050871,15.67784749609595]}"
000000000000000001db_446_0,Coconut,7481.0,Goa,6.6369414,300.00307445037026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.09978199880904,15.430810792963081]}"
000000000000000001db_448_0,Coconut,6414.0,Goa,6.8675804,300.10211863535244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.96054312977051,15.408352910860094]}"
000000000000000001db_449_0,Coconut,5660.0,Goa,6.653435,299.9338614774712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.01893362323828,15.498184439272045]}"
000000000000000001db_450_0,Coconut,7544.333333333333,Goa,6.7467914,298.8436752151658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24351244426816,15.093942561418261]}"
000000000000000001db_451_0,Coconut,7386.333333333333,Goa,6.5830784,300.00307445037026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.10876515165023,15.430810792963081]}"
000000000000000001db_452_0,Coconut,5909.333333333333,Goa,6.387231,300.2494232960238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.85723687209676,15.668864343254754]}"
000000000000000001db_453_0,Coconut,6781.0,Goa,6.876968,299.96611352717906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.12673145733262,15.18826566625081]}"
000000000000000001db_454_0,Coconut,7622.0,Goa,4.671541,298.61904750726166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.23003771500636,15.619457002628181]}"
000000000000000001db_456_0,Coconut,6205.333333333333,Goa,7.476313,299.14584708301135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.18961352722098,14.99961945658571]}"
000000000000000001db_457_0,Coconut,6897.666666666667,Goa,7.041887,299.96611352717906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.09978199880904,15.165807784147823]}"
000000000000000001db_458_0,Coconut,6889.666666666667,Goa,6.8674116,298.8436752151658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.19410510364158,15.062501526474078]}"
000000000000000001db_459_0,Coconut,6368.333333333333,Goa,7.2901073,300.3538645091071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.83477898999378,15.610473849786986]}"
000000000000000001db_461_0,Coconut,7388.0,Goa,5.851867,299.8684997558593,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.9740178590323,15.664372766834157]}"
000000000000000001db_462_0,Coconut,8324.666666666666,Goa,6.36057,297.8192034710896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.26597032637115,15.13436674920364]}"
000000000000000001db_463_0,Coconut,4857.666666666667,Goa,7.584641,300.1947123209635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.88418633062035,15.493692862851448]}"
000000000000000001db_464_0,Coconut,5950.666666666667,Goa,7.521629,300.17556024907714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.97850943545289,15.201740395512603]}"
000000000000000001db_465_0,Coconut,7690.0,Goa,4.714636,297.9276750166337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1626640686974,15.650898037572365]}"
000000000000000001db_466_0,Coconut,5752.333333333333,Goa,7.0245924,299.9338614774712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.96054312977051,15.457760251486667]}"
000000000000000001db_467_0,Coconut,7083.0,Goa,6.085766,299.42385663043,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1761387979592,15.381403452336507]}"
000000000000000001db_468_0,Coconut,6380.0,Goa,6.655805,299.1782636817123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.167155645118,15.183774089830212]}"
000000000000000001db_469_0,Coconut,7241.333333333333,Goa,7.413822,300.2236139206656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.85274529567616,15.552083356319217]}"
000000000000000001db_470_0,Coconut,7060.666666666667,Goa,6.8735185,300.10211863535244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.03689992892066,15.385895028757105]}"
000000000000000001db_471_0,Coconut,6555.333333333333,Goa,6.459642,300.2236139206656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.93808524766752,15.637423308310572]}"
000000000000000001db_472_0,Coconut,5491.333333333333,Goa,6.655805,299.1782636817123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.17164722153859,15.192757242671409]}"
000000000000000001db_473_0,Coconut,4301.333333333333,Goa,7.1105146,300.25058430542435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.9830010118735,15.28258877108336]}"
000000000000000001db_474_0,Coconut,5491.333333333333,Goa,6.655805,299.1782636817123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.17164722153859,15.192757242671409]}"
000000000000000001db_475_0,Coconut,8317.666666666666,Goa,5.6468554,297.9651783254995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.30639451415652,15.165807784147823]}"
000000000000000001db_476_0,Coconut,6663.666666666667,Goa,7.0325904,299.6696943904892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.144697763015,15.125383596362443]}"
000000000000000001db_477_0,Coconut,6972.333333333333,Goa,6.315853,299.8982513763091,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.10427357522963,15.462251827907265]}"
000000000000000001db_478_0,Coconut,5945.333333333333,Goa,6.653435,299.9338614774712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.03240835250007,15.462251827907265]}"
000000000000000001db_479_0,Coconut,7741.666666666667,Goa,7.670672,299.6696943904892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.09529042238843,15.066993102894674]}"
000000000000000001db_480_0,Coconut,6358.333333333333,Goa,6.647707,300.06669454609533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.96054312977051,15.56555808558101]}"
000000000000000001db_481_0,Coconut,5272.0,Goa,7.65141,300.018779489147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.95155997692932,15.120892019941847]}"
000000000000000001db_482_0,Coconut,5226.333333333333,Goa,6.818192,300.2236139206656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.85274529567616,15.628440155469375]}"
000000000000000001db_483_0,Coconut,7948.333333333333,Goa,5.5322795,299.20917295798273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.23003771500636,15.480218133589656]}"
000000000000000001db_484_0,Coconut,4314.333333333333,Goa,6.58758,300.30597046792707,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.83927056641437,15.69581380177834]}"
000000000000000001db_485_0,Coconut,7370.333333333333,Goa,5.3938284,298.61904750726166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.19410510364158,15.588015967683997]}"
000000000000000001db_486_0,Coconut,7226.333333333333,Goa,6.12514,299.1782636817123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.22554613858577,15.201740395512603]}"
000000000000000001db_487_0,Coconut,7572.333333333333,Goa,7.8481383,299.65288043458816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.14020618659441,14.959195268800332]}"
000000000000000001db_488_0,Coconut,7930.0,Goa,4.297782,297.9276750166337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.20308825648277,15.650898037572365]}"
000000000000000001db_489_0,Coconut,7239.666666666667,Goa,6.7761173,300.18301637530755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.05486623460305,15.340979264551128]}"
000000000000000001db_490_0,Coconut,8072.0,Goa,6.833971,298.4881932744177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.25249559710934,14.995127880165112]}"
000000000000000001db_491_0,Coconut,7723.333333333333,Goa,4.671541,298.61904750726166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.23452929142697,15.60149069694579]}"
000000000000000001db_492_0,Coconut,7240.333333333333,Goa,6.0409145,299.37196892259755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.17164722153859,15.309538229606947]}"
000000000000000001db_493_0,Coconut,6653.333333333333,Goa,6.387231,300.2494232960238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.87071160135855,15.67784749609595]}"
000000000000000001db_494_0,Coconut,7671.333333333333,Goa,6.5830784,300.00307445037026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.11774830449143,15.41284448728069]}"
000000000000000001db_495_0,Coconut,6511.0,Goa,6.876968,299.96611352717906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.10876515165023,15.165807784147823]}"
000000000000000001db_496_0,Coconut,6761.333333333333,Goa,7.6679835,299.65288043458816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.08181569312664,15.040043644371089]}"
000000000000000001db_497_0,Coconut,7595.333333333333,Goa,6.655805,299.1782636817123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1536809158562,15.161316207727225]}"
000000000000000001db_498_0,Coconut,5951.666666666667,Goa,7.453029,300.17556024907714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.97850943545289,15.17029936056842]}"
000000000000000001db_499_0,Coconut,7173.666666666667,Goa,5.0094013,298.61904750726166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.20757983290338,15.552083356319217]}"
000000000000000001dc_0_0,Groundnut,5055.0,Gujarat,2.5349565,299.0670942928331,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.24189090247489,23.45276628015041]}"
000000000000000001dc_1_0,Groundnut,4188.0,Gujarat,1.9819684,299.7482155600746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.88381328166115,21.903172415044235]}"
000000000000000001dc_2_0,Groundnut,5511.333333333333,Gujarat,1.8662609,299.59857546628183,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.68780546094811,24.301674223643356]}"
000000000000000001dc_3_0,Groundnut,5983.0,Gujarat,2.6382418,299.72310305864363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.2239245967925,23.084457013661403]}"
000000000000000001dc_4_0,Groundnut,615.6666666666666,Gujarat,2.027017,301.08433817769156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.06958945669892,21.939105026409013]}"
000000000000000001dc_5_0,Groundnut,4045.0,Gujarat,3.1406603,297.35323224748873,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.93646370587425,24.252266883016784]}"
000000000000000001dc_6_0,Groundnut,6045.333333333333,Gujarat,1.9784577,299.86483943506033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.05898476206445,21.7774082752675]}"
000000000000000001dc_7_0,Groundnut,6380.333333333333,Gujarat,2.6389503,299.41073899042044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.48406298022796,21.427065314460886]}"
000000000000000001dc_8_0,Groundnut,5813.333333333333,Gujarat,2.7498705,299.52465026631864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.21044986753071,23.291069529008894]}"
000000000000000001dc_9_0,Groundnut,5699.666666666667,Gujarat,2.0649116,299.7952486254793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.1667825961588,22.666740406545827]}"
000000000000000001dc_10_0,Groundnut,4228.666666666667,Gujarat,2.6448634,300.27791151109636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.44401184140179,21.19799491701041]}"
